practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,registered_patient_count_source,registered_patient_count_source_url,registered_patient_count_snapshot,patient_survey_name,patient_survey_status,patient_survey_level,patient_survey_url,patient_survey_note,google_maps_query
RISCA SURGERY,W93064,NP11 6YS,"ST. MARY STREET, RISCA, NEWPORT",01633 613131,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93064,2023-08-22,12791,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",RISCA SURGERY NP11 6YS
MARKHAM MEDICAL CENTRE,W93010,NP12 0QN,"JAMES STREET, MARKHAM, BLACKWOOD",01495 224134,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93010,2023-08-22,,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MARKHAM MEDICAL CENTRE NP12 0QN
BLACKWOOD MEDICAL GROUP,W93011,NP12 2YU,"AVICENNA MEDICAL CENTRE, PONTLLANFRAITH BLACKWOOD, BLACKWOOD",01495 227156,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93011,2023-08-22,14003,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BLACKWOOD MEDICAL GROUP NP12 2YU
PONTLLANFRAITH HEALTH CENTRE,W93012,NP12 2YU,"RIVERSIDE MEDICAL PRACTIC, PONTLLANFRAITH HEALTH CENTRE, BLACKWOOD",01495 227131,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93012,2024-12-19,8622,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PONTLLANFRAITH HEALTH CENTRE NP12 2YU
SUNNYBANK HEALTH CENTRE,W93014,NP12 3NA,"BRYN ROAD, CEFN FFOREST, BLACKWOOD",01443 875131,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93014,2023-08-22,5589,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",SUNNYBANK HEALTH CENTRE NP12 3NA
PENGAM HEALTH CENTRE,W93614,NP12 3WA,"GLAN-YR-AFON LANE, FLEUR DE LIS, BLACKWOOD",01443 834672,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93614,2023-08-22,4702,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PENGAM HEALTH CENTRE NP12 3WA
ABERTILLERY GROUP,W93075,NP13 1BQ,"THE BRIDGE CENTRE, FOUNDRY BRIDGE, ABERTILLERY",01495 361636,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93075,2023-08-22,5890,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ABERTILLERY GROUP NP13 1BQ
CWM CALON,W93007,NP13 1BQ,"THE BRIDGE CENTRE, FOUNDRY BRIDGE, ABERTILLERY",01495 533533,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93007,2023-08-22,5538,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",CWM CALON NP13 1BQ
SIX BELLS MEDICAL CENTRE,W93009,NP13 2AB,"ABERBEEG MEDICAL CENTRE, THE SQUARE, ABERTILLERY",01495 322900,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93009,2023-08-22,4662,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",SIX BELLS MEDICAL CENTRE NP13 2AB
BLAINA MEDICAL PRACTICE,W93115,NP13 3AT,"REAR OF HIGH STREET, BLAINA, ABERTILLERY",01495 290325,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93115,2023-08-22,6507,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BLAINA MEDICAL PRACTICE NP13 3AT
THE SURGERY JAMES HOUSE,W93037,NP15 1AB,"MARYPORT STREET, USK",01291 672633,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93037,2023-08-22,6509,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE SURGERY JAMES HOUSE NP15 1AB
VAUXHALL SURGERY,W93020,NP16 5PZ,"VAUXHALL LANE, CHEPSTOW",01291 636100,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93020,2025-12-02,9073,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",VAUXHALL SURGERY NP16 5PZ
TOWN GATE PRACTICE,W93022,NP16 5XP,"CHEPSTOW COMMUNITY HOSPITAL, TEMPEST WAY, CHEPSTOW",01291 440065,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93022,2023-12-06,9296,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",TOWN GATE PRACTICE NP16 5XP
MOUNT PLEASANT PRACTICE,W93021,NP16 5XR,"CHEPSTOW COMMUNITY HOSPITAL, TEMPEST WAY, CHEPSTOW",01291 440154,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93021,2023-08-22,8713,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MOUNT PLEASANT PRACTICE NP16 5XR
WYE DEAN PRACTICE,W93643,NP16 6SE,"OLD POLICE STATION, TINTERN, CHEPSTOW",01291 689355,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93643,2023-08-22,1928,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",WYE DEAN PRACTICE NP16 6SE
ISCA MEDICAL CENTRE,W93018,NP18 1AZ,"CADOC HOUSE, HIGH STREET, NEWPORT",01633 423886,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93018,2023-08-22,9283,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ISCA MEDICAL CENTRE NP18 1AZ
UNDERWOOD HEALTH CENTRE,W93125,NP18 2JB,"81 BIRCH GROVE, LLANMARTIN, NEWPORT",01633 413258,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93125,2023-08-22,6260,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",UNDERWOOD HEALTH CENTRE NP18 2JB
THE RUGBY SURGERY,W93044,NP19 0DW,"1 KELVEDON STREET, NEWPORT",01633 258564,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93044,2023-08-22,10135,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE RUGBY SURGERY NP19 0DW
LLISWERRY MEDICAL CENTRE,W93640,NP19 4TD,"FALLOWFIELD DRIVE, LISWERRY, NEWPORT",01633 277333,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93640,2023-08-22,6856,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",LLISWERRY MEDICAL CENTRE NP19 4TD
ST JULIANS MEDICAL CENTRE,W93049,NP19 7DQ,"13A STAFFORD ROAD, NEWPORT",01633 251304,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93049,2023-08-22,14735,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ST JULIANS MEDICAL CENTRE NP19 7DQ
RICHMOND CLINIC,W93043,NP19 7FY,"172 CAERLEON ROAD, NEWPORT",01633 259970,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93043,2023-08-22,6327,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",RICHMOND CLINIC NP19 7FY
BEECHWOOD SURGERY,W93053,NP19 8HL,"BEECHWOOD PRIMARY CARE, 371-373 CHEPSTOW ROAD, NEWPORT",01633 277771,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93053,2023-08-22,14574,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BEECHWOOD SURGERY NP19 8HL
PARK SURGERY,W93040,NP19 9PS,"19 HILLS HEALTH & WELLBEING CENTRE, 282 RINGLAND CIRCLE, NEWPORT",01633 277442,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93040,2025-05-22,6154,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PARK SURGERY NP19 9PS
RINGLAND MEDICAL PRACTICE,W93047,NP19 9PS,"19HILLS HEALTH & WELLBEIN, 282 RINGLAND CIRCLE, NEWPORT",01633 742960,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93047,2025-01-16,8888,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",RINGLAND MEDICAL PRACTICE NP19 9PS
ST DAVID'S CLINIC,W93054,NP20 2LB,"BELLE VUE TERRACE, NEWPORT",01633 251133,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93054,2023-08-22,20969,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ST DAVID'S CLINIC NP20 2LB
BELLEVUE SURGERY,W93048,NP20 2WQ,"BELLE VUE TERRACE, NEWPORT",01633 256337,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93048,2023-08-22,19199,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BELLEVUE SURGERY NP20 2WQ
ST. PAUL'S CLINIC,W93039,NP20 4EJ,"PALMYRA PLACE, KEYNSHAM AVENUE, NEWPORT",01633 266140,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93039,2023-08-22,6698,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ST. PAUL'S CLINIC NP20 4EJ
BRYNGWYN SURGERY,W93046,NP20 4JS,"4-6 BRYNGWYN ROAD, NEWPORT",01633 263463,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93046,2023-08-22,7429,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BRYNGWYN SURGERY NP20 4JS
MALPAS BROOK HEALTH CENTRE,W93051,NP20 5PJ,"107 MALPAS ROAD, NEWPORT",01633 855808,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93051,2023-08-22,10688,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MALPAS BROOK HEALTH CENTRE NP20 5PJ
